platform_id,genre_id,age_rating_id,developer_id,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
17,6,3,8400000001,Mercury Games,0.05,0,0,0,0.06,52,6,7.4,12,Platinum Egg,T
4,9,0,0,Tecmo Koei,0.06,0,0,0,0.06,,,,,,
9,2,1,6900000001,Zoo Digital Publishing,0.04,0.02,0,0,0.06,,,,,Visual Impact,E
11,12,0,0,Nintendo,0,0,0.06,0,0.06,,,,,,
19,3,2,7700000001,Nintendo,0.04,0.02,0,0.01,0.06,43,54,6.5,283,Valhalla Game Studios,M
7,1,0,0,Irem Software Engineering,0,0,0.06,0,0.06,,,,,,
17,4,0,0,Konami Digital Entertainment,0.05,0,0,0,0.06,,,,,,
4,12,1,6900000001,Ubisoft,0.05,0.01,0,0,0.06,63,15,7,10,Quicksilver Software,E
9,5,1,6900000001,THQ,0.04,0.02,0,0,0.06,44,15,2.5,4,Art,E
7,4,0,0,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
17,3,1,6949484300004,Konami Digital Entertainment,0.05,0,0,0,0.06,59,4,,,BottleRocket Entertainment,E10+
14,1,0,0,Microsoft Game Studios,0.04,0.01,0,0,0.06,,,,,,
27,6,0,0,Sega,0,0,0.06,0,0.06,,,,,,
7,4,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
17,1,0,0,Asgard,0,0,0.06,0,0.06,,,,,,
13,4,0,0,Namco Bandai Games,0.03,0.02,0,0,0.06,,,,,,
7,10,0,0,Ecole,0,0,0.06,0,0.06,,,,,,
22,11,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
13,7,0,0,Psygnosis,0.03,0.02,0,0,0.06,,,,,,
9,3,0,0,D3Publisher,0.04,0.02,0,0,0.06,,,,,,
9,11,3,8400000001,BAM! Entertainment,0.04,0.02,0,0,0.06,80,17,7.8,10,Revolution Software,T
20,3,2,7700000001,Capcom,0.05,0.01,0,0,0.06,62,16,8.5,32,Nex Entertainment,M
11,11,0,0,Xseed Games,0.05,0,0,0.01,0.06,,,,,,
23,11,0,0,Yumedia,0,0,0.06,0,0.06,,,,,,
20,4,1,6900000001,Activision,0.05,0.01,0,0,0.06,80,15,,,Treyarch,E
17,9,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
15,12,1,6900000001,Microsoft Game Studios,0.03,0.02,0,0.01,0.06,,,8,8,Blue Fang Games,E
7,3,2,7700000001,Tecmo Koei,0.03,0.02,0,0.01,0.06,60,36,7.9,14,Paon Corporation,M
14,4,3,8400000001,Take-Two Interactive,0.04,0.01,0,0,0.06,44,14,,,Cat Daddy Games,T
11,6,3,8400000001,Marvelous Entertainment,0,0,0.06,0,0.06,68,16,7.8,36,Marvelous Inc.,T
11,8,1,6949484300004,Activision,0,0.06,0,0,0.06,,,,,Behaviour Interactive,E10+
11,6,0,0,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
11,6,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
14,12,3,8400000001,Sega,0.04,0.01,0,0,0.06,69,20,8.4,10,Team 17,T
4,3,1,6900000001,Mindscape,0.04,0.01,0,0,0.06,,,,,Dreamcatcher,E
18,2,0,0,Milestone S.r.l.,0.03,0.02,0,0.01,0.06,,,,,,
17,6,1,6900000001,Ignition Entertainment,0.05,0,0,0,0.06,66,41,7.4,17,G-Artists,E
7,8,3,8400000001,3DO,0.03,0.02,0,0.01,0.06,50,9,6.4,9,3DO,T
4,11,2,7700000001,Arc System Works,0.05,0,0,0,0.06,61,6,8,8,WorkJam,M
15,6,2,7700000001,Ascaron Entertainment GmbH,0,0.05,0,0.01,0.06,71,41,6.9,203,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
1,1,0,0,Majesco Entertainment,0.06,0,0,0,0.06,,,,,,
5,3,1,6949484300004,Little Orbit,0,0.05,0,0,0.06,58,5,7.5,4,WayForward,E10+
4,3,1,6900000001,Konami Digital Entertainment,0.05,0,0,0,0.06,58,10,7,5,Konami,E
7,3,0,0,505 Games,0,0,0.06,0,0.06,,,,,,
7,4,0,0,Ignition Entertainment,0.03,0.02,0,0.01,0.06,,,,,,
5,3,3,8400000001,Eidos Interactive,0.05,0,0,0,0.06,29,16,3.3,30,Red Tribe,T
4,1,0,0,Nintendo,0,0,0.06,0,0.06,,,,,,
10,11,0,0,Aqua Plus,0,0,0.06,0,0.06,,,,,,
15,4,0,0,Konami Digital Entertainment,0,0.05,0,0.01,0.06,79,9,,,Konami,
9,4,0,0,Atari,0.04,0.02,0,0,0.06,,,,,,
15,12,0,0,Electronic Arts,0,0.05,0,0.01,0.06,,,,,,
14,3,3,8400000001,Disney Interactive Studios,0.04,0.01,0,0,0.06,69,36,4.3,4,Climax Group,T
17,3,0,0,5pb,0,0,0.06,0,0.06,,,,,,
5,8,2,7700000001,Activision,0.05,0,0,0,0.06,,,,,"Treyarch, Infinity Ward",M
4,3,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
4,7,1,6900000001,Atari,0.05,0,0,0,0.06,65,24,,,Bullets,E
4,4,0,0,Electronic Arts,0.05,0.01,0,0,0.06,,,,,,
4,12,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
7,2,3,8400000001,Namco Bandai Games,0.03,0.02,0,0.01,0.06,59,22,6.6,24,Eutechnyx,T
4,1,0,0,Destineer,0.05,0,0,0,0.06,,,,,,
4,12,1,6900000001,Ubisoft,0.05,0,0,0,0.06,,,,,Magic Pockets,E
13,3,0,0,Psygnosis,0.03,0.02,0,0,0.06,,,,,,
4,9,0,0,THQ,0.05,0,0,0,0.06,,,,,,
30,11,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
17,3,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
13,10,0,0,Acclaim Entertainment,0.03,0.02,0,0,0.06,,,,,,
2,7,0,0,HAL Laboratory,0.06,0,0,0,0.06,,,,,,
4,1,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
6,3,2,7700000001,Ignition Entertainment,0.05,0,0,0,0.06,30,15,3.5,36,Artoon,M
5,8,3,8400000001,Activision,0.05,0,0,0,0.06,35,11,6.1,21,Cauldron Ltd.,T
6,10,3,8400000001,PQube,0.02,0.02,0.02,0.01,0.06,,,,,Arc System Works,T
9,2,1,6900000001,Zoo Digital Publishing,0.04,0.02,0,0,0.06,83,17,8.9,9,"Orbital Media, Inc.",E
7,8,3,8400000001,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,,,7.9,9,Sony Bend,T
14,9,0,0,Bethesda Softworks,0.04,0.01,0,0,0.06,,,,,,
6,2,1,6949484300004,Evolved Games,0.05,0,0,0.01,0.06,53,5,,,"Left Field Productions, Zoo Games",E10+
7,1,0,0,Paon,0,0,0.06,0,0.06,,,,,,
18,3,0,0,Ubisoft,0.05,0,0,0.01,0.06,60,14,8.4,50,Krome Studios,
23,9,0,0,NEC Interchannel,0,0,0.06,0,0.06,,,,,,
5,8,2,7700000001,Namco Bandai Games,0.03,0.02,0,0.01,0.06,53,51,6.5,72,Saber Interactive,M
17,6,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
8,5,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
15,2,1,6900000001,Electronic Arts,0,0.05,0,0.01,0.06,83,22,5.8,387,Slightly Mad Studios,E
17,3,1,6900000001,Atari,0.05,0,0,0.01,0.06,78,36,7.8,8,Ignition Entertainment,E
22,6,3,8400000001,Aksys Games,0.01,0,0.05,0,0.06,71,8,8.3,12,Tri-Ace,T
15,12,1,6900000001,Microsoft Game Studios,0,0.05,0,0.01,0.06,72,34,8.1,43,Blue Fang Games,E
13,3,0,0,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,,,,,
4,7,0,0,Phenomedia,0.05,0,0,0,0.06,,,,,,
4,6,0,0,Marvelous Interactive,0,0,0.06,0,0.06,,,,,,
5,3,1,6949484300004,SouthPeak Games,0.05,0.01,0,0,0.06,42,17,5,4,Collision Studios,E10+
14,11,1,6900000001,Ubisoft,0.04,0.01,0,0,0.06,55,11,,,Presto Studios,E
17,10,0,0,Grand Prix Games,0,0,0.06,0,0.06,,,,,,
7,1,1,6949484300004,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,71,24,,,Harmonix Music Systems,E10+
4,10,0,0,Takara Tomy,0,0,0.06,0,0.06,,,,,,
1,11,1,6900000001,Hudson Soft,0.05,0,0,0,0.06,60,8,,,Hudson Entertainment,E
1,3,1,6949484300004,SouthPeak Games,0.05,0,0,0,0.06,48,13,,,Collision Studios,E10+
4,7,1,6949484300004,Destineer,0.06,0,0,0,0.06,,,,,Anino Entertainment,E10+
4,1,0,0,Electronic Arts,0.05,0,0,0,0.06,,,,,,
4,6,0,0,Square Enix,0,0,0.06,0,0.06,,,,,,
17,11,0,0,D3Publisher,0,0,0.06,0,0.06,,,,,,
14,3,3,8400000001,Tecmo Koei,0.04,0.01,0,0,0.06,77,17,8.6,16,Tecmo,T
7,8,2,7700000001,Eidos Interactive,0.03,0.02,0,0.01,0.06,73,35,7.8,24,Rocksteady Studios,M
7,8,3,8400000001,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,4.6,41,Ubisoft Shanghai,T
4,1,0,0,P2 Games,0,0.05,0,0,0.06,,,,,,
3,3,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
1,7,1,6900000001,Rising Star Games,0.04,0.02,0,0,0.06,74,30,7.2,12,Prope,E
20,3,2,7700000001,Capcom,0.04,0.01,0,0,0.06,59,15,8.5,31,Capcom,M
4,7,1,6900000001,Konami Digital Entertainment,0.05,0,0,0,0.06,61,28,,,Hudson,E
13,10,0,0,SNK,0,0,0.05,0,0.06,,,,,,
17,4,0,0,Sony Computer Entertainment,0,0,0.06,0,0.06,,,,,,
14,3,3,8400000001,Electronic Arts,0.04,0.01,0,0,0.06,45,33,4.6,5,EA Games,T
4,9,0,0,Mercury Games,0.05,0,0,0,0.06,,,,,,
4,4,1,6900000001,RTL,0.04,0.02,0,0,0.06,,,,,49Games,E
22,6,0,0,Square Enix,0,0,0.06,0,0.06,,,,,,
5,3,3,8400000001,505 Games,0.03,0.02,0,0,0.06,54,8,3.5,16,505 Games,T
10,3,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
5,3,3,8400000001,Tecmo Koei,0.04,0,0.01,0,0.06,44,28,8.1,15,Omega Force,T
7,6,1,6949484300004,Nippon Ichi Software,0.03,0.02,0,0.01,0.06,69,20,7.5,41,Gust,E10+
23,5,0,0,Sega,0,0,0.06,0,0.06,,,,,,
1,5,1,6900000001,Unknown,0.05,0,0,0,0.06,47,7,,,"Majesco Games, Majesco",E
15,10,3,8400000001,Capcom,0,0.05,0,0,0.06,74,33,2.9,431,Capcom,T
19,3,0,0,Activision,0.03,0.02,0,0,0.06,,,,,,
4,3,0,0,Takara Tomy,0,0,0.06,0,0.06,,,,,,
6,3,3,8400000001,Tecmo Koei,0,0,0.06,0,0.06,,,,,Omega Force,T
13,4,0,0,Interplay,0.03,0.02,0,0,0.06,,,,,,
9,6,1,6900000001,Konami Digital Entertainment,0.04,0.02,0,0,0.06,71,12,9,9,WinkySoft,E
13,3,1,6900000001,Infogrames,0.03,0.02,0,0,0.06,27,4,,,SingleTrac,E
8,10,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
7,4,0,0,DigiCube,0,0,0.06,0,0.06,,,,,,
10,4,1,6900000001,Nordic Games,0,0.05,0,0.01,0.06,42,8,4.1,9,Rainbow Studios,E
17,3,2,7700000001,Activision,0.05,0,0,0.01,0.06,73,41,7.6,9,"Rebellion, Neversoft Entertainment",M
9,3,3,8400000001,Atari,0.04,0.02,0,0,0.06,50,15,,,Taniko,T
17,1,0,0,Sega,0,0,0.06,0,0.06,,,,,,
7,4,0,0,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
4,4,1,6900000001,Electronic Arts,0.05,0,0,0,0.06,81,10,7.6,8,Exient Entertainment,E
5,9,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,"Dimps Corporation, Dream Execution",
14,3,2,7700000001,SCi,0.04,0.01,0,0,0.06,60,31,7.1,17,Bits Studios,M
20,3,2,7700000001,Ubisoft,0.04,0.01,0,0,0.06,64,8,7.1,7,Ubisoft Montreal,M
17,6,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
4,10,0,0,Takara Tomy,0,0,0.06,0,0.06,,,,,,
4,11,0,0,Konami Digital Entertainment,0.05,0,0,0,0.06,,,,,,
5,11,0,0,Activision,0,0.05,0,0.01,0.06,,,,,,
1,10,3,8400000001,Ignition Entertainment,0.05,0,0,0,0.06,74,6,8.2,5,SNK Playmore,T
15,8,2,7700000001,THQ,0.01,0.04,0,0.01,0.06,82,44,8.4,1088,GSC Game World,M
4,8,1,6900000001,Majesco Entertainment,0.05,0,0,0,0.06,71,43,7.7,19,Shin'en,E
4,1,0,0,Capcom,0,0,0.06,0,0.06,,,,,,
4,1,0,0,Atari,0.05,0,0,0,0.06,,,,,,
17,3,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
7,10,0,0,Sony Computer Entertainment,0,0,0.06,0,0.06,,,,,,
7,3,3,8400000001,Sega,0.03,0.02,0,0.01,0.06,59,21,8.4,10,Adrenium,T
13,8,0,0,Infogrames,0.03,0.02,0,0,0.06,,,,,,
7,3,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
5,9,3,8400000001,Kalypso Media,0.03,0.02,0,0,0.06,71,4,7.2,9,Haemimont,T
4,3,1,6900000001,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,,6.8,6,Powerhead Games,E
13,10,0,0,Ocean,0.03,0.02,0,0,0.06,,,,,,
20,4,0,0,Electronic Arts,0.04,0.01,0,0,0.06,,,,,,
7,6,3,8400000001,Sony Computer Entertainment,0.02,0.01,0.02,0,0.06,67,13,,,Cattle Call,T
10,4,1,6900000001,Ubisoft,0,0.05,0,0.01,0.06,25,6,1.9,39,HB Studios Multimedia,E
4,4,1,6900000001,Ubisoft,0.05,0,0,0,0.06,70,7,,,Ubisoft,E
20,6,3,8400000001,Activision,0.04,0.01,0,0,0.06,68,25,9.1,14,From Software,T
20,4,3,8400000001,Acclaim Entertainment,0.04,0.01,0,0,0.06,88,16,7.8,5,"Z-Axis, Ltd.",T
20,3,3,8400000001,Capcom,0.04,0.01,0,0,0.06,62,27,6.9,8,Clover Studio,T
10,3,0,0,Ubisoft,0,0.04,0.01,0.01,0.06,,,,,,
17,6,1,6949484300004,Atari,0.05,0,0,0,0.06,60,33,6.9,16,Hit Maker,E10+
6,11,2,7700000001,Idea Factory,0.03,0,0.03,0.01,0.06,,,6.5,10,Design Factory,M
4,3,1,6949484300004,Activision,0.05,0.01,0,0,0.06,33,6,5.6,7,Silicon Knights,E10+
4,6,0,0,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
6,4,1,6900000001,Ubisoft,0,0.05,0,0.01,0.06,,,,,HB Studios Multimedia,E
15,9,3,8400000001,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,7.8,49,Maxis,T
1,8,3,8400000001,Unknown,0.03,0.02,0,0,0.06,,,,,High Voltage Software,T
17,6,3,8400000001,Midas Interactive Entertainment,0.05,0,0,0,0.06,60,29,7.7,18,Idea Factory,T
22,4,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
1,12,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
13,11,0,0,Sony Computer Entertainment,0.03,0.02,0,0,0.06,,,,,,
7,1,3,8400000001,Mastiff,0.03,0.02,0,0.01,0.06,73,28,8.4,11,Andamiro U.S.A. Corp.,T
1,4,1,6900000001,DTP Entertainment,0.04,0.01,0,0,0.06,,,,,Crave,E
17,3,0,0,Idea Factory,0,0,0.06,0,0.06,,,,,,
6,6,3,8400000001,Aksys Games,0.03,0,0.02,0.01,0.06,64,11,6.4,17,TOYBOX,T
20,2,3,8400000001,Activision,0.04,0.01,0,0,0.06,58,17,,,Stealth Studios,T
22,2,1,6900000001,Sony Computer Entertainment,0,0.04,0,0.01,0.06,78,39,6.8,123,Evolution Studios,E
7,1,0,0,D3Publisher,0,0,0.06,0,0.06,,,,,,
7,2,0,0,Codemasters,0.03,0.02,0,0.01,0.06,,,,,,
14,5,3,8400000001,Midway Games,0.04,0.01,0,0,0.06,70,13,,,Midway,T
15,3,1,6900000001,Electronic Arts,0.01,0.04,0,0.01,0.06,65,11,7.8,76,KnowWonder,E
11,6,0,0,Level 5,0,0,0.06,0,0.06,,,,,,
14,8,2,7700000001,Unknown,0.04,0.01,0,0,0.06,54,10,3.6,14,Ubisoft Quebec,M
9,1,0,0,Zoo Digital Publishing,0.04,0.01,0,0,0.06,,,,,,
4,3,1,6949484300004,SouthPeak Games,0.05,0,0,0,0.06,70,29,8.6,5,"Orbital Media, Inc.",E10+
22,11,0,0,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
15,3,2,7700000001,Capcom,0,0.05,0,0,0.06,65,26,7.4,1007,DONTNOD Entertainment,M
17,3,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
7,3,1,6949484300004,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06,,,,,TT Fusion,E10+
8,5,0,0,Epoch,0,0,0.06,0,0.06,,,,,,
23,11,0,0,Sunsoft,0,0,0.06,0,0.06,,,,,,
22,1,0,0,Sega,0,0,0.06,0,0.06,,,,,,
17,11,0,0,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
13,2,0,0,Mindscape,0.03,0.02,0,0,0.06,,,,,,
1,7,1,6900000001,O-Games,0,0.05,0,0,0.06,,,,,O-Games,E
7,11,0,0,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
4,7,1,6900000001,Eidos Interactive,0.05,0,0,0,0.06,68,13,,,Zoonami Ltd.,E
20,9,0,0,Nintendo,0,0,0.05,0,0.06,,,,,,
4,11,1,6900000001,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,,,,Powerhead Games,E
4,4,0,0,Electronic Arts,0.05,0,0,0,0.06,,,,,,
7,12,0,0,Midas Interactive Entertainment,0,0,0.06,0,0.06,,,,,,
4,1,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
9,2,1,6900000001,THQ,0.04,0.01,0,0,0.06,67,11,,,Visual Impact,E
4,9,1,6900000001,Avanquest,0.05,0,0,0,0.06,,,,,Destineer,E
7,4,1,6900000001,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,62,13,,,Konami,E
4,4,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
7,11,0,0,Enterbrain,0,0,0.06,0,0.06,,,,,,
5,4,0,0,Tecmo Koei,0,0.05,0,0.01,0.06,,,,,,
13,11,1,6900000001,Ubisoft,0.03,0.02,0,0,0.06,34,4,,,Revolution Software,E
13,2,0,0,Takara,0,0,0.05,0,0.06,,,,,,
14,4,1,6900000001,Electronic Arts,0.04,0.01,0,0,0.06,69,14,6.8,13,EA Sports,E
22,6,0,0,FuRyu,0,0,0.06,0,0.06,,,,,Aquria,
9,3,1,6900000001,Vivendi Games,0.04,0.01,0,0,0.06,53,7,,,Cave Barn,E
11,12,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
4,4,1,6900000001,505 Games,0.05,0,0,0,0.06,,,,,Arc System Works,E
10,4,1,6900000001,Bigben Interactive,0,0.05,0,0.01,0.06,,,3,4,EKO Software,E
11,6,0,0,Acquire,0,0,0.06,0,0.06,,,,,,
9,7,1,6900000001,Majesco Entertainment,0.04,0.01,0,0,0.06,37,6,,,Radius9,E
4,9,1,6900000001,Deep Silver,0.05,0,0,0,0.06,,,,,Zig Zag,E
22,3,3,8400000001,Tecmo Koei,0,0,0.06,0,0.06,,,,,Omega Force,T
5,2,2,7700000001,Deep Silver,0.04,0.01,0,0.01,0.06,19,14,1.3,433,"Eutechnyx, Deep Silver",M
26,10,0,0,SNK,0,0,0.06,0,0.06,,,,,,
10,12,0,0,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
7,1,3,8400000001,Warner Bros. Interactive Entertainment,0.03,0.02,0,0.01,0.06,50,6,,,Artech Studios,T
4,9,0,0,Creative Core,0,0,0.06,0,0.06,,,,,,
7,4,0,0,Atari,0.03,0.02,0,0.01,0.06,,,,,,
15,3,2,7700000001,Electronic Arts,0,0.05,0,0.01,0.06,76,20,8,236,Pandemic Studios,M
23,8,0,0,Atlus,0,0,0.06,0,0.06,,,,,,
17,9,0,0,D3Publisher,0,0,0.06,0,0.06,,,,,,
5,1,3,8400000001,Gamecock,0.05,0,0,0,0.06,52,23,6.1,7,Wideload Games Inc.,T
20,8,2,7700000001,Ubisoft,0.04,0.01,0,0,0.06,68,25,8.2,5,Ubisoft Shanghai,M
13,8,3,8400000001,Sony Computer Entertainment,0.03,0.02,0,0,0.06,76,11,,,Alfa System,T
15,4,1,6900000001,505 Games,0.01,0.04,0,0,0.06,86,20,8.2,580,Psyonix,E
5,3,0,0,Tecmo Koei,0,0.04,0.01,0.01,0.06,,,,,,
10,1,0,0,Tecmo Koei,0.01,0,0.05,0,0.06,,,,,,
13,10,0,0,Acclaim Entertainment,0.03,0.02,0,0,0.06,,,,,,
4,6,1,6949484300004,Rising Star Games,0.05,0,0,0,0.06,60,10,,,Amble,E10+
9,4,0,0,Activision,0.04,0.01,0,0,0.06,,,,,,
23,5,0,0,Capcom,0,0,0.06,0,0.06,,,,,,
14,2,3,8400000001,Eidos Interactive,0.04,0.01,0,0,0.06,68,28,,,Crystal Dynamics,T
7,2,1,6900000001,Atari,0.03,0.02,0,0.01,0.06,82,10,7.4,14,Eden Studios,E
11,4,0,0,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
13,2,0,0,JVC,0.03,0.02,0,0,0.06,,,,,,
15,5,3,8400000001,Electronic Arts,0,0.05,0,0.01,0.06,81,44,8.1,1026,EA DICE,T
15,6,3,8400000001,THQ,0.01,0.04,0,0.01,0.06,77,51,8.1,387,Iron Lore Entertainment,T
20,12,1,6900000001,Sega,0.04,0.01,0,0,0.06,59,22,6.6,7,Hitmaker,E
4,5,1,6900000001,Brash Entertainment,0.05,0,0,0,0.06,59,5,,,"Red Tribe, Brash Entertainment",E
14,8,3,8400000001,TDK Mediactive,0.04,0.01,0,0,0.06,48,11,,,Simon & Schuster,T
24,4,0,0,Konami Digital Entertainment,0,0,0.06,0,0.06,,,,,,
7,3,1,6900000001,BAM! Entertainment,0.03,0.02,0,0.01,0.06,53,8,,,Artificial Mind and Movement,E
4,6,3,8400000001,Success,0.05,0,0,0,0.06,65,18,7.9,13,Ninja Studio,T
17,6,0,0,Atlus,0,0,0.06,0,0.06,,,,,,
22,1,0,0,Kaga Create,0,0,0.06,0,0.06,,,,,,
4,8,0,0,Atari,0.05,0,0,0,0.06,,,,,,
15,9,0,0,Excalibur Publishing,0,0.05,0,0.01,0.06,,,,,Giants Software,
7,2,0,0,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,,,,,,
15,6,3,8400000001,JoWood Productions,0,0.05,0,0.01,0.06,63,39,7.3,519,Piranha Bytes,T
1,7,0,0,SouthPeak Games,0.05,0,0,0,0.05,,,,,,
17,11,0,0,Kadokawa Shoten,0,0,0.05,0,0.05,,,,,,
23,12,0,0,Sega,0,0,0.05,0,0.05,,,,,,
4,12,1,6949484300004,Black Bean Games,0.05,0,0,0,0.05,42,5,,,Slitherine,E10+
18,3,2,7700000001,Telltale Games,0.03,0.02,0,0,0.05,35,17,5.2,74,The Fun Pimps Entertainment LLC,M
4,1,1,6900000001,UFO Interactive,0.05,0,0,0,0.05,,,,,UFO Interactive,E
9,12,1,6900000001,Ubisoft,0.04,0.01,0,0,0.05,75,4,,,Fluid Studios,E
9,6,0,0,Natsume,0.04,0.01,0,0,0.05,,,,,,
1,1,1,6900000001,Eidos Interactive,0.05,0,0,0,0.05,30,4,3.6,20,Sensory Sweep,E
7,3,2,7700000001,Capcom,0.03,0.02,0,0.01,0.05,43,36,6.2,11,Capcom,M
14,2,1,6900000001,Acclaim Entertainment,0.04,0.01,0,0,0.05,60,16,8.8,4,Climax Group,E
9,12,1,6949484300004,Atari,0.04,0.01,0,0,0.05,78,29,9.1,10,Codo Games,E10+
15,2,1,6900000001,Codemasters,0,0.05,0,0.01,0.05,84,15,6.6,99,Codemasters Birmingham,E
14,3,2,7700000001,Acclaim Entertainment,0.04,0.01,0,0,0.05,65,25,7.1,7,Acclaim Studios Manchester,M
4,1,0,0,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
15,3,2,7700000001,Electronic Arts,0,0.05,0,0.01,0.05,,,8.8,100,Bullfrog Productions,M
7,7,1,6900000001,Capcom,0.03,0.02,0,0.01,0.05,72,24,7.2,6,Shift,E
13,4,0,0,Virgin Interactive,0.03,0.02,0,0,0.05,,,,,,
4,1,1,6900000001,Scholastic Inc.,0.05,0,0,0,0.05,,,,,"Scholastic, Inc.",E
4,1,1,6900000001,Zoo Games,0.05,0,0,0,0.05,,,,,Zoo Games,E
1,4,1,6900000001,Avanquest,0.05,0,0,0,0.05,,,,,Red Wagon Games,E
4,7,1,6949484300004,Avanquest,0,0.05,0,0.01,0.05,,,,,Avanquest Software,E10+
13,4,0,0,U.S. Gold,0.03,0.02,0,0,0.05,,,,,,
17,3,0,0,Spike,0,0,0.05,0,0.05,,,,,,
20,6,0,0,Sega,0.04,0.01,0,0,0.05,,,,,,
1,3,1,6949484300004,D3Publisher,0.05,0,0,0,0.05,42,7,5.5,8,Papaya Studios,E10+
17,4,1,6900000001,Take-Two Interactive,0.05,0,0,0.01,0.05,,,,,Visual Concepts,E
4,12,0,0,Square Enix,0,0,0.05,0,0.05,,,,,,
7,6,1,6900000001,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,70,17,,,Matrix Software,E
20,4,1,6900000001,Acclaim Entertainment,0.04,0.01,0,0,0.05,53,10,,,Acclaim,E
4,3,1,6900000001,Konami Digital Entertainment,0.05,0,0,0,0.05,58,7,,,Razorback Developments,E
22,11,0,0,5pb,0,0,0.05,0,0.05,,,,,,
15,12,0,0,Paradox Interactive,0,0.05,0,0,0.05,83,36,6.9,306,Paradox Development Studio,
9,9,3,8400000001,"Destination Software, Inc",0.04,0.01,0,0,0.05,70,8,8.3,7,Raylight Studios,T
4,1,1,6900000001,JoWood Productions,0.05,0,0,0,0.05,,,,,Trine Games,E
7,3,2,7700000001,Atari,0.03,0.02,0,0.01,0.05,69,39,7.2,31,Double Helix Games,M
15,11,3,8400000001,Focus Home Interactive,0,0.04,0,0.01,0.05,,,,,Legacy Interactive,T
1,3,3,8400000001,Sega,0.05,0,0,0,0.05,57,16,6,6,High Voltage Software,T
14,4,1,6900000001,Sega,0.04,0.01,0,0,0.05,80,15,8.5,10,Black Box,E
6,8,2,7700000001,City Interactive,0.01,0.04,0,0.01,0.05,43,12,6,75,CI Games,M
7,11,0,0,Idea Factory,0,0,0.05,0,0.05,,,,,,
1,12,1,6900000001,Playlogic Game Factory,0.05,0,0,0,0.05,66,4,,,Icon Games,E
20,3,2,7700000001,Eidos Interactive,0.04,0.01,0,0,0.05,71,15,,,Crystal Dynamics,M
4,11,3,8400000001,Empire Interactive,0.04,0.01,0,0,0.05,66,20,,,Now Production,T
10,3,0,0,Activision,0.04,0,0,0.01,0.05,,,,,,
17,3,0,0,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
17,9,3,8400000001,Graffiti,0.05,0,0,0,0.05,36,12,,,Cowboy Rodeo,T
